grid_id,pedestrian_10h,pedestrian_18h,pedestrian_22h,pattern
G003916,42.76966389825514,38.31697757680704,51.551174409713525,"10h=42.7697, 18h=38.3170, 22h=51.5512"
G014272,34.93042594896264,38.30655065200197,56.39137665994712,"10h=34.9304, 18h=38.3066, 22h=56.3914"
G014754,14.859345946507489,38.30224555588872,52.77316909719445,"10h=14.8593, 18h=38.3022, 22h=52.7732"
G012313,59.2745036296118,38.297265064556456,41.15386035988167,"10h=59.2745, 18h=38.2973, 22h=41.1539"
G011942,28.584915530925255,38.29080043438494,42.81075293160335,"10h=28.5849, 18h=38.2908, 22h=42.8108"
G014646,49.95271172953583,38.27122324679917,12.805986015266852,"10h=49.9527, 18h=38.2712, 22h=12.8060"
G014271,33.352033145231125,38.252635917918546,55.37977263078657,"10h=33.3520, 18h=38.2526, 22h=55.3798"
G014794,49.726680342564094,38.2214135861959,12.07202024095088,"10h=49.7267, 18h=38.2214, 22h=12.0720"
G014645,49.71370332597329,38.21855389135135,12.02988146474824,"10h=49.7137, 18h=38.2186, 22h=12.0299"
G014416,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014492,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014493,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014494,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014495,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014568,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014569,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014570,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014571,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014647,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014722,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014723,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G014795,49.713153973796224,38.218432832741485,12.02809761648975,"10h=49.7132, 18h=38.2184, 22h=12.0281"
G003975,51.498587234750865,38.198224647574136,25.715793112235914,"10h=51.4986, 18h=38.1982, 22h=25.7158"
G008463,34.94786253156435,38.191057160228524,78.3930958592489,"10h=34.9479, 18h=38.1911, 22h=78.3931"
G009897,30.20863764129288,38.16660131783137,42.59775345424472,"10h=30.2086, 18h=38.1666, 22h=42.5978"
G005247,37.9488506206437,38.13170126954938,54.79293234109852,"10h=37.9489, 18h=38.1317, 22h=54.7929"
G001654,42.365904614343854,38.130979999650705,42.695460406551625,"10h=42.3659, 18h=38.1310, 22h=42.6955"
G010370,60.77886794018139,38.10706187544585,15.551885336836715,"10h=60.7789, 18h=38.1071, 22h=15.5519"
G013155,24.405666091303218,38.101781489934666,71.24567427148999,"10h=24.4057, 18h=38.1018, 22h=71.2457"
G005516,39.5925739688672,38.09680986778797,49.296991898877835,"10h=39.5926, 18h=38.0968, 22h=49.2970"
G010245,40.20392242337238,38.067186253281754,53.59334984175413,"10h=40.2039, 18h=38.0672, 22h=53.5933"
G013918,48.799400995279086,38.04209221558906,36.86046512231298,"10h=48.7994, 18h=38.0421, 22h=36.8605"
G001799,38.72248063116558,38.026699104882304,48.43661209881988,"10h=38.7225, 18h=38.0267, 22h=48.4366"
G001464,42.22093011597161,38.02536741564005,42.52812737050984,"10h=42.2209, 18h=38.0254, 22h=42.5281"
G013321,30.92542968876562,37.96287502844562,42.94571818331871,"10h=30.9254, 18h=37.9629, 22h=42.9457"
G010449,60.49560805771855,37.92946393337054,15.479405783303015,"10h=60.4956, 18h=37.9295, 22h=15.4794"
G003168,48.43434870510157,37.90771005505357,69.9727029528568,"10h=48.4343, 18h=37.9077, 22h=69.9727"
G010284,49.79542952886422,37.898764459138185,15.134556806261036,"10h=49.7954, 18h=37.8988, 22h=15.1346"
G003801,42.306587485914555,37.893007827890486,50.8116606880562,"10h=42.3066, 18h=37.8930, 22h=50.8117"
G010230,39.88290243652752,37.87690830997096,56.06205491023115,"10h=39.8829, 18h=37.8769, 22h=56.0621"
G010443,41.37279091794013,37.87369298280999,58.67431988586732,"10h=41.3728, 18h=37.8737, 22h=58.6743"
G002270,47.22311347869156,37.856562842044454,30.40770778853072,"10h=47.2231, 18h=37.8566, 22h=30.4077"
G008629,26.651660776624546,37.833148924524124,35.58220444186111,"10h=26.6517, 18h=37.8331, 22h=35.5822"
G011943,28.26482682504612,37.785724914040024,48.2084109548649,"10h=28.2648, 18h=37.7857, 22h=48.2084"
G006674,53.48226620373603,37.769879740545775,20.13270538122316,"10h=53.4823, 18h=37.7699, 22h=20.1327"
G008161,63.718333791372295,37.751284466675614,85.93895508266938,"10h=63.7183, 18h=37.7513, 22h=85.9390"
G010000,39.67746257286066,37.72583052974851,77.67379892120398,"10h=39.6775, 18h=37.7258, 22h=77.6738"
G010970,32.945580525889255,37.71698152649707,44.44699135062617,"10h=32.9456, 18h=37.7170, 22h=44.4470"
G011412,46.28522396310713,37.693958830964796,35.417956039829505,"10h=46.2852, 18h=37.6940, 22h=35.4180"
G014105,34.43016480000124,37.691273616959755,55.12810189253257,"10h=34.4302, 18h=37.6913, 22h=55.1281"
G001450,43.150898864577044,37.676099359391756,23.98515004110941,"10h=43.1509, 18h=37.6761, 22h=23.9852"
G010122,38.49438778809213,37.65309434002383,68.48893577292364,"10h=38.4944, 18h=37.6531, 22h=68.4889"
G004507,54.42777042733567,37.6357827341791,25.487933254907084,"10h=54.4278, 18h=37.6358, 22h=25.4879"
G004457,59.91276470307657,37.634797125061056,44.03528748592909,"10h=59.9128, 18h=37.6348, 22h=44.0353"
G006598,38.48066794781465,37.58922077369411,50.124078317705866,"10h=38.4807, 18h=37.5892, 22h=50.1241"
G014440,27.613221582102714,37.53684624616037,51.39018005406594,"10h=27.6132, 18h=37.5368, 22h=51.3902"
G005205,45.51959026898264,37.524286036272784,25.246685268266724,"10h=45.5196, 18h=37.5243, 22h=25.2467"
G009878,39.98390558993968,37.52200804644661,77.98989785469938,"10h=39.9839, 18h=37.5220, 22h=77.9899"
G009697,45.18083118556898,37.514692364246585,45.38182124878014,"10h=45.1808, 18h=37.5147, 22h=45.3818"
G005504,45.774322091934415,37.51142930911547,42.6462858847751,"10h=45.7743, 18h=37.5114, 22h=42.6463"
G006543,41.98505644482076,37.500697155644055,39.296052872302674,"10h=41.9851, 18h=37.5007, 22h=39.2961"
G013069,30.56741010428981,37.498924444739586,42.29381912038733,"10h=30.5674, 18h=37.4989, 22h=42.2938"
G014709,41.774891553944585,37.49508326746993,19.24694641813351,"10h=41.7749, 18h=37.4951, 22h=19.2469"
G014516,30.439258789725177,37.481148969781145,57.035450940354835,"10h=30.4393, 18h=37.4811, 22h=57.0355"
G006164,31.61272474048947,37.46374468357297,40.879990851964266,"10h=31.6127, 18h=37.4637, 22h=40.8800"
G003552,47.13983622621468,37.45930690003829,29.649402130907927,"10h=47.1398, 18h=37.4593, 22h=29.6494"
G015301,41.7167446833718,37.45545109899678,18.65390112374758,"10h=41.7167, 18h=37.4555, 22h=18.6539"
G014360,34.028821481911635,37.45270754360141,47.04738640905233,"10h=34.0288, 18h=37.4527, 22h=47.0474"
G012992,29.80471503150219,37.43927949593932,42.75350832709051,"10h=29.8047, 18h=37.4393, 22h=42.7535"
G003668,47.10925241941137,37.43464946172476,29.62729631088601,"10h=47.1093, 18h=37.4346, 22h=29.6273"
G011896,42.350003599314725,37.42998822980755,31.708829335636697,"10h=42.3500, 18h=37.4300, 22h=31.7088"
G015520,41.68675716715774,37.4285267558904,18.64049201988174,"10h=41.6868, 18h=37.4285, 22h=18.6405"
G014592,34.11133664204787,37.4087774049358,64.37076631978097,"10h=34.1113, 18h=37.4088, 22h=64.3708"
G010703,29.43098597666041,37.37617488971957,47.22123237433642,"10h=29.4310, 18h=37.3762, 22h=47.2212"
G004210,51.49983574603717,37.352794568722075,38.16414667842872,"10h=51.4998, 18h=37.3528, 22h=38.1641"
G006519,49.41597855247042,37.3382161638087,16.96526172338752,"10h=49.4160, 18h=37.3382, 22h=16.9653"
G014561,41.55759828538004,37.295697915674054,19.434225961692082,"10h=41.5576, 18h=37.2957, 22h=19.4342"
G009196,47.24937552300643,37.27685398185524,45.896536482268964,"10h=47.2494, 18h=37.2769, 22h=45.8965"
G001035,40.534364319133765,37.25199780542206,33.316268393746824,"10h=40.5344, 18h=37.2520, 22h=33.3163"
G003215,39.8047499880133,37.24503545417438,30.593509616750325,"10h=39.8047, 18h=37.2450, 22h=30.5935"
G009573,44.84945877918807,37.21636594461528,45.035084991702185,"10h=44.8495, 18h=37.2164, 22h=45.0351"
G014959,14.771723938938493,37.197957383762116,51.08224005457262,"10h=14.7717, 18h=37.1980, 22h=51.0822"
G003159,29.127211678385535,37.18624334245037,62.82981720408796,"10h=29.1272, 18h=37.1862, 22h=62.8298"
G013952,58.49179931047371,37.17725592583743,39.46287067802278,"10h=58.4918, 18h=37.1773, 22h=39.4629"
G004357,48.12280313389182,37.16685774061922,44.84294916685464,"10h=48.1228, 18h=37.1669, 22h=44.8429"
G002707,53.299066278388494,37.14733085591622,47.4896636752607,"10h=53.2991, 18h=37.1473, 22h=47.4897"
G002048,47.192399552964616,37.13940724565093,29.08161221889541,"10h=47.1924, 18h=37.1394, 22h=29.0816"
G013093,62.29104320837015,37.060535572837686,37.94013511075827,"10h=62.2910, 18h=37.0605, 22h=37.9401"
G003476,26.48779598201217,37.03816406199081,85.3350186979929,"10h=26.4878, 18h=37.0382, 22h=85.3350"
G014486,41.26125039265436,37.0267393983548,19.447237067235477,"10h=41.2613, 18h=37.0267, 22h=19.4472"
G002163,47.32746492710035,36.99079886249487,27.48257261689725,"10h=47.3275, 18h=36.9908, 22h=27.4826"
G011534,46.038207161477374,36.9878589210829,34.439312297200196,"10h=46.0382, 18h=36.9879, 22h=34.4393"
G014275,34.658151529376184,36.97655492259436,43.13812581506761,"10h=34.6582, 18h=36.9766, 22h=43.1381"
G004182,49.48395687704483,36.95797832192895,15.255134126223915,"10h=49.4840, 18h=36.9580, 22h=15.2551"
G005368,53.46197676212485,36.93922586513639,48.236311481541726,"10h=53.4620, 18h=36.9392, 22h=48.2363"
G014177,47.340785346848506,36.917166615709526,35.510350566017124,"10h=47.3408, 18h=36.9172, 22h=35.5104"
G009767,35.60339789905002,36.91190338388101,59.86314517914999,"10h=35.6034, 18h=36.9119, 22h=59.8631"
G013829,45.70551695224738,36.90670777394163,34.36656774795734,"10h=45.7055, 18h=36.9067, 22h=34.3666"
G001036,42.3955049632965,36.88656557375219,39.03277763093605,"10h=42.3955, 18h=36.8866, 22h=39.0328"
G005335,41.73471050139342,36.88206170067818,32.71243534647549,"10h=41.7347, 18h=36.8821, 22h=32.7124"
G012010,40.0855214035424,36.88203940536175,56.673449341520836,"10h=40.0855, 18h=36.8820, 22h=56.6734"
G007103,37.41301232882546,36.87690842696341,24.14851446739671,"10h=37.4130, 18h=36.8769, 22h=24.1485"
G001502,36.97458418658326,36.85980581290676,29.41229214021,"10h=36.9746, 18h=36.8598, 22h=29.4123"
G012886,42.11885241136693,36.859227010892454,32.762019188348646,"10h=42.1189, 18h=36.8592, 22h=32.7620"
G004478,42.53620298996206,36.816295275784434,38.873294447812164,"10h=42.5362, 18h=36.8163, 22h=38.8733"
G008826,40.63607221066265,36.816290283598704,30.04973686235425,"10h=40.6361, 18h=36.8163, 22h=30.0497"
G001392,44.53600638385318,36.808083601571525,29.068475143003827,"10h=44.5360, 18h=36.8081, 22h=29.0685"
G005246,35.78230885666142,36.79549538087015,58.10564254590669,"10h=35.7823, 18h=36.7955, 22h=58.1056"
G004303,49.27447035160159,36.79150299406753,15.161893004867062,"10h=49.2745, 18h=36.7915, 22h=15.1619"
G015765,33.49520072487829,36.7816460633648,38.2033199310299,"10h=33.4952, 18h=36.7816, 22h=38.2033"
G007558,44.75680340763029,36.7641960765069,36.56247458430529,"10h=44.7568, 18h=36.7642, 22h=36.5625"
G004595,69.09298827450773,36.7619524610654,34.96072695735933,"10h=69.0930, 18h=36.7620, 22h=34.9607"
G004480,48.320708440257434,36.74208542885756,43.10114119276271,"10h=48.3207, 18h=36.7421, 22h=43.1011"
G011338,19.968336286259085,36.73089868232568,48.9249227406255,"10h=19.9683, 18h=36.7309, 22h=48.9249"
G004764,52.978388918736364,36.72963678648734,24.83758595652864,"10h=52.9784, 18h=36.7296, 22h=24.8376"
G013595,56.062662943789114,36.728779127325424,38.24489535066066,"10h=56.0627, 18h=36.7288, 22h=38.2449"
G005406,56.5917047156466,36.709948421882196,41.09216230414304,"10h=56.5917, 18h=36.7099, 22h=41.0922"
G004304,49.16988906079474,36.708394046423265,15.115344536858698,"10h=49.1699, 18h=36.7084, 22h=15.1153"
G014607,16.68919606949384,36.680398735993364,55.06890163351028,"10h=16.6892, 18h=36.6804, 22h=55.0689"
G009571,44.938993435569884,36.662255683238776,59.005130641198974,"10h=44.9390, 18h=36.6623, 22h=59.0051"
G004209,51.63896133371857,36.654362938639,37.87557568800429,"10h=51.6390, 18h=36.6544, 22h=37.8756"
G002112,39.44298030932088,36.650742017881086,39.01611998567216,"10h=39.4430, 18h=36.6507, 22h=39.0161"
G014890,14.536445188844041,36.65006848242932,50.26222228594423,"10h=14.5364, 18h=36.6501, 22h=50.2622"
G004302,49.07844003586155,36.63856079609234,15.080666300169897,"10h=49.0784, 18h=36.6386, 22h=15.0807"
G011984,44.714832318064,36.63245086160107,47.725455499033565,"10h=44.7148, 18h=36.6325, 22h=47.7255"
G010412,34.55811367752224,36.63002455338753,44.92281771568544,"10h=34.5581, 18h=36.6300, 22h=44.9228"
G010417,39.14029792300606,36.62368289847014,53.40184693365804,"10h=39.1403, 18h=36.6237, 22h=53.4018"
G007808,36.29274383452568,36.62342169530732,42.41058800865807,"10h=36.2927, 18h=36.6234, 22h=42.4106"
G005125,46.68641567801672,36.61329588303933,29.21462755276251,"10h=46.6864, 18h=36.6133, 22h=29.2146"
G012136,31.499281491096188,36.59657322280198,67.61435738538466,"10h=31.4993, 18h=36.5966, 22h=67.6144"
G001332,29.217324169442698,36.59149517563946,43.565398701226,"10h=29.2173, 18h=36.5915, 22h=43.5654"
G001742,47.40908980658005,36.5619697547728,28.24593490591606,"10h=47.4091, 18h=36.5620, 22h=28.2459"
G005816,50.84101618225904,36.55052568471009,38.78019705506875,"10h=50.8410, 18h=36.5505, 22h=38.7802"
G015182,45.054579797161004,36.549453037396546,17.46645236524973,"10h=45.0546, 18h=36.5495, 22h=17.4665"
G013090,61.9174874968405,36.543179698623106,36.600670490297595,"10h=61.9175, 18h=36.5432, 22h=36.6007"
G005951,41.52405154720758,36.53235096652727,39.32637510182281,"10h=41.5241, 18h=36.5324, 22h=39.3264"
G003499,32.3585821178983,36.5308056497056,46.428241730898094,"10h=32.3586, 18h=36.5308, 22h=46.4282"
G009778,24.997828647058604,36.527166994865865,58.3256128138793,"10h=24.9978, 18h=36.5272, 22h=58.3256"
G002222,38.947742376720115,36.51776447545354,40.563315374836804,"10h=38.9477, 18h=36.5178, 22h=40.5633"
G001653,39.36156909365597,36.48065039385709,46.21348475269117,"10h=39.3616, 18h=36.4807, 22h=46.2135"
G008423,61.078138381132824,36.47943588923347,80.8484524641362,"10h=61.0781, 18h=36.4794, 22h=80.8485"
G012717,27.630959147581258,36.45435321584203,55.796453992029186,"10h=27.6310, 18h=36.4544, 22h=55.7965"
G004048,34.57801887116881,36.38390929564412,55.868587208019754,"10h=34.5780, 18h=36.3839, 22h=55.8686"
G006795,48.718758280728636,36.380206017990425,16.847147992728384,"10h=48.7188, 18h=36.3802, 22h=16.8471"
G014104,35.842354160694846,36.379994185215594,49.567930361966155,"10h=35.8424, 18h=36.3800, 22h=49.5679"
G015058,53.00186578732977,36.37148802945127,36.79956279243507,"10h=53.0019, 18h=36.3715, 22h=36.7996"
G006328,45.47850290147514,36.3513154532919,28.05494467173898,"10h=45.4785, 18h=36.3513, 22h=28.0549"
G011178,39.15694168549287,36.33129254022222,46.14649178622484,"10h=39.1569, 18h=36.3313, 22h=46.1465"
G012049,52.1511498183828,36.309530715225826,50.2499948977974,"10h=52.1511, 18h=36.3095, 22h=50.2500"
G012113,52.1511498183828,36.309530715225826,50.2499948977974,"10h=52.1511, 18h=36.3095, 22h=50.2500"
G012396,34.565581195654104,36.309371513804216,35.15573274995065,"10h=34.5656, 18h=36.3094, 22h=35.1557"
G012192,44.792916021344894,36.294004874567726,29.697074193344637,"10h=44.7929, 18h=36.2940, 22h=29.6971"
G004652,48.456561162551786,36.29167870019026,26.93305075257153,"10h=48.4566, 18h=36.2917, 22h=26.9331"
G001240,33.09235466353452,36.22688602976144,43.73004254304598,"10h=33.0924, 18h=36.2269, 22h=43.7300"
G010420,40.32621582688579,36.21814193441557,42.868989798434484,"10h=40.3262, 18h=36.2181, 22h=42.8690"
G014579,28.759327358489273,36.19862602953375,50.49623519694208,"10h=28.7593, 18h=36.1986, 22h=50.4962"
G002581,47.904890019104535,36.14517846431122,29.37063471950173,"10h=47.9049, 18h=36.1452, 22h=29.3706"
G005116,38.267740022691484,36.141842948564104,38.64005724009996,"10h=38.2677, 18h=36.1418, 22h=38.6401"
G012132,32.62582393057543,36.13622929335111,43.9934670051485,"10h=32.6258, 18h=36.1362, 22h=43.9935"
G008158,51.329100011410674,36.128001291139945,19.725572688152518,"10h=51.3291, 18h=36.1280, 22h=19.7256"
G013236,24.275161656210116,36.12780753459416,63.92323656043179,"10h=24.2752, 18h=36.1278, 22h=63.9232"
G005016,26.058288211679088,36.04324263446653,70.82509320753508,"10h=26.0583, 18h=36.0432, 22h=70.8251"
G000888,47.26663414985643,36.031819086778384,20.41322448654237,"10h=47.2666, 18h=36.0318, 22h=20.4132"
G000813,54.474663828564175,36.00667506739543,26.200765238392172,"10h=54.4747, 18h=36.0067, 22h=26.2008"
G004065,48.18620934962559,35.97130237712904,14.805187580267503,"10h=48.1862, 18h=35.9713, 22h=14.8052"
G009364,44.52628585818891,35.947107838385485,55.62705356369098,"10h=44.5263, 18h=35.9471, 22h=55.6271"
G006602,37.942037232636835,35.941787987626796,50.837163642447635,"10h=37.9420, 18h=35.9418, 22h=50.8372"
G014189,35.62204540872884,35.939817927897494,48.47831657836024,"10h=35.6220, 18h=35.9398, 22h=48.4783"
G004877,42.839174007247884,35.9180722014506,32.20915565483445,"10h=42.8392, 18h=35.9181, 22h=32.2092"
G015215,29.055830084050665,35.8681580186103,48.095687093657844,"10h=29.0558, 18h=35.8682, 22h=48.0957"
G001031,29.877767560180622,35.86324377273429,37.54706186404675,"10h=29.8778, 18h=35.8632, 22h=37.5471"
G010432,37.79529030475567,35.86276269366684,46.80207313067194,"10h=37.7953, 18h=35.8628, 22h=46.8021"
G008210,38.533196155471806,35.85544888793353,49.664631018002694,"10h=38.5332, 18h=35.8554, 22h=49.6646"
G013049,35.28997724856954,35.85379082073553,85.57706306480549,"10h=35.2900, 18h=35.8538, 22h=85.5771"
G000745,56.072322599774736,35.80925391144346,24.18601863030019,"10h=56.0723, 18h=35.8093, 22h=24.1860"
G010329,38.20947197535901,35.79553307951592,51.28018637593026,"10h=38.2095, 18h=35.7955, 22h=51.2802"
G004477,41.24943685889636,35.79389098438143,37.73473513052839,"10h=41.2494, 18h=35.7939, 22h=37.7347"
G002925,52.66820595678659,35.775725254811,24.41769181678739,"10h=52.6682, 18h=35.7757, 22h=24.4177"
G007423,43.64203113592184,35.77365341403954,34.977545307347455,"10h=43.6420, 18h=35.7737, 22h=34.9775"
G004353,43.34445241880688,35.76676136429688,38.653928111571645,"10h=43.3445, 18h=35.7668, 22h=38.6539"
G012247,52.88560975027557,35.765442478955656,41.324817179669246,"10h=52.8856, 18h=35.7654, 22h=41.3248"
G010497,41.636947848361366,35.746905083225286,30.569435814765868,"10h=41.6369, 18h=35.7469, 22h=30.5694"
G000321,38.31147051559177,35.739723777020856,39.35139074876836,"10h=38.3115, 18h=35.7397, 22h=39.3514"
G013773,54.05092572484441,35.73466335106737,36.989589403564295,"10h=54.0509, 18h=35.7347, 22h=36.9896"
G010357,44.10938091018191,35.731582105805174,47.837139437410876,"10h=44.1094, 18h=35.7316, 22h=47.8371"
G002352,40.63230262589347,35.722859349195744,25.649530231622933,"10h=40.6323, 18h=35.7229, 22h=25.6495"
G007425,43.52648958970415,35.69120730240337,34.95309669640319,"10h=43.5265, 18h=35.6912, 22h=34.9531"
G004815,46.62658783665103,35.66957187198398,17.06848120264974,"10h=46.6266, 18h=35.6696, 22h=17.0685"
G005457,42.4479637965771,35.659407773887416,30.504202829468888,"10h=42.4480, 18h=35.6594, 22h=30.5042"
G010715,50.15873213182754,35.64527082483427,42.51491314058975,"10h=50.1587, 18h=35.6453, 22h=42.5149"
G006401,39.57252392126278,35.641025270458734,48.15758000044244,"10h=39.5725, 18h=35.6410, 22h=48.1576"
G006608,37.35813528182603,35.60751743188944,35.71245823387347,"10h=37.3581, 18h=35.6075, 22h=35.7125"
G012311,44.086287465344384,35.601906130612505,57.75382401278239,"10h=44.0863, 18h=35.6019, 22h=57.7538"
G008030,54.30817929399343,35.5710759008051,41.49973899520792,"10h=54.3082, 18h=35.5711, 22h=41.4997"
G001326,32.559670285186534,35.52779559899928,42.73464672392359,"10h=32.5597, 18h=35.5278, 22h=42.7346"
G004512,41.069173756872324,35.4715810173235,29.719415034961543,"10h=41.0692, 18h=35.4716, 22h=29.7194"
G014506,30.505009243539718,35.463497488475305,44.718330997468016,"10h=30.5050, 18h=35.4635, 22h=44.7183"
G011985,46.91074892423625,35.4065653739472,46.53022840092058,"10h=46.9107, 18h=35.4066, 22h=46.5302"
G009205,41.32914824454003,35.39155963093249,26.171272931677393,"10h=41.3291, 18h=35.3916, 22h=26.1713"
G004322,39.96978809636519,35.38478072381813,97.18349168360628,"10h=39.9698, 18h=35.3848, 22h=97.1835"
G014331,46.33112064018812,35.38215753221792,22.69815042476028,"10h=46.3311, 18h=35.3822, 22h=22.6982"
G012486,33.9526410428661,35.34616060468183,60.74356253863324,"10h=33.9526, 18h=35.3462, 22h=60.7436"
G004808,42.41996518647187,35.30037795123165,23.906786362445004,"10h=42.4200, 18h=35.3004, 22h=23.9068"
G015467,39.241346275753955,35.23291037318551,17.547011372688193,"10h=39.2413, 18h=35.2329, 22h=17.5470"
G010586,25.774370259646723,35.18132260323335,28.3288108935233,"10h=25.7744, 18h=35.1813, 22h=28.3288"
G011292,37.980307346050004,35.169381185450035,54.286403131544404,"10h=37.9803, 18h=35.1694, 22h=54.2864"
G002223,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002224,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002225,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002226,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002339,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002340,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002341,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G002342,36.21743010634875,35.16900075552246,42.25513621696296,"10h=36.2174, 18h=35.1690, 22h=42.2551"
G004743,45.48790112732093,35.159228912150404,16.906505929027862,"10h=45.4879, 18h=35.1592, 22h=16.9065"
G008494,67.47287526556566,35.13128891649768,55.55966055331383,"10h=67.4729, 18h=35.1313, 22h=55.5597"
G005676,47.40259184136716,35.12252406922721,27.113088313796958,"10h=47.4026, 18h=35.1225, 22h=27.1131"
G011818,46.37773305389857,35.097654218559896,43.80696325354174,"10h=46.3777, 18h=35.0977, 22h=43.8070"
G007330,20.00081315370134,35.07492575915622,35.95193326458635,"10h=20.0008, 18h=35.0749, 22h=35.9519"
G009877,34.527727544081415,35.06230483314519,66.47124168894172,"10h=34.5277, 18h=35.0623, 22h=66.4712"
G004181,46.91668743369753,35.02359643950489,14.415127636639221,"10h=46.9167, 18h=35.0236, 22h=14.4151"
G014845,38.927499400196844,34.999080108502625,17.671715868118582,"10h=38.9275, 18h=34.9991, 22h=17.6717"
G014505,30.181289977038787,34.98671732951034,43.64358421410496,"10h=30.1813, 18h=34.9867, 22h=43.6436"
G002881,35.11330977805049,34.98125098066693,40.13139327403526,"10h=35.1133, 18h=34.9813, 22h=40.1314"
G009462,40.91488674854045,34.96459496064229,25.866611063074277,"10h=40.9149, 18h=34.9646, 22h=25.8666"
G014779,38.94426806303288,34.94953933701252,17.453697065429452,"10h=38.9443, 18h=34.9495, 22h=17.4537"
G007807,31.077326616813924,34.94929061855551,37.00515922511703,"10h=31.0773, 18h=34.9493, 22h=37.0052"
G001217,41.93495941110411,34.937020302529014,28.54189492787023,"10h=41.9350, 18h=34.9370, 22h=28.5419"
G006174,38.251861156325155,34.8907745389541,43.713247380184654,"10h=38.2519, 18h=34.8908, 22h=43.7132"
G001137,41.436361867043175,34.857210432092124,30.06976671116546,"10h=41.4364, 18h=34.8572, 22h=30.0698"
G004354,44.04580295042847,34.835351955810054,38.45214769062251,"10h=44.0458, 18h=34.8354, 22h=38.4521"
G008696,38.161203981869804,34.81349311519097,29.353752333336832,"10h=38.1612, 18h=34.8135, 22h=29.3538"
G007195,22.987826801081873,34.80941911092766,32.082371671129835,"10h=22.9878, 18h=34.8094, 22h=32.0824"
G005040,47.9528219906664,34.77618186908959,27.00102066864186,"10h=47.9528, 18h=34.7762, 22h=27.0010"
G000556,36.59420025335078,34.763132241121745,46.01186366894465,"10h=36.5942, 18h=34.7631, 22h=46.0119"
G012205,39.533429638418404,34.75428928538862,29.026902979001214,"10h=39.5334, 18h=34.7543, 22h=29.0269"
G008232,63.412981234640135,34.74784271371561,49.13762335595492,"10h=63.4130, 18h=34.7478, 22h=49.1376"
G003591,25.924926714103346,34.734080148149836,86.45794901150845,"10h=25.9249, 18h=34.7341, 22h=86.4579"
G013156,20.92460563271669,34.707902291376946,72.07585695673437,"10h=20.9246, 18h=34.7079, 22h=72.0759"
G015242,38.64178526718246,34.69459348849422,17.278913949065274,"10h=38.6418, 18h=34.6946, 22h=17.2789"
G012555,33.09466467095332,34.67940280025374,59.5757330086902,"10h=33.0947, 18h=34.6794, 22h=59.5757"
G006318,38.074115701650875,34.66448353987032,43.257073276772275,"10h=38.0741, 18h=34.6645, 22h=43.2571"
G006319,38.074115701650875,34.66448353987032,43.257073276772275,"10h=38.0741, 18h=34.6645, 22h=43.2571"
G006461,38.074115701650875,34.66448353987032,43.257073276772275,"10h=38.0741, 18h=34.6645, 22h=43.2571"
G000455,37.64577929342624,34.65934085971485,22.563972945476518,"10h=37.6458, 18h=34.6593, 22h=22.5640"
G013025,29.969366834149184,34.6373198511597,45.62499194004197,"10h=29.9694, 18h=34.6373, 22h=45.6250"
G008367,34.40741877856965,34.627246973585095,44.168773004745006,"10h=34.4074, 18h=34.6272, 22h=44.1688"
G006023,31.52533674634577,34.60337485744717,49.211687114366086,"10h=31.5253, 18h=34.6034, 22h=49.2117"
G012180,45.35472858069064,34.59355093996408,51.977281995002386,"10h=45.3547, 18h=34.5936, 22h=51.9773"
